Drug1,Drug2
DB00515,DB00795
DB00515,DB02169
DB00950,DB01645
DB00399,DB00727
DB01136,DB04216
DB00907,DB00997
DB01262,DB03568
DB01356,DB01919
DB01045,DB01262
DB00162,DB01039
DB00982,DB01149
DB00281,DB00675
DB00325,DB01919
DB00763,DB00822
DB00669,DB02709
DB00295,DB04115
DB00295,DB04540
DB00171,DB00988
DB00772,DB00783
DB00564,DB00917
DB00798,DB04173
DB01085,DB04540
DB00412,DB01599
DB00501,DB02656
DB00290,DB02587
DB00170,DB00227
DB00170,DB02587
DB00993,DB04216
DB00755,DB02379
DB00313,DB00898
DB02901,DB04540
DB00158,DB00795
DB00158,DB02169
DB00550,DB00859
DB00171,DB00987
DB00162,DB00636
DB00945,DB02701
DB00773,DB00928
DB00295,DB00566
DB00136,DB03843
DB00143,DB01645
DB00550,DB00759
DB00594,DB01593
DB00641,DB03619
DB00783,DB03467
DB00783,DB02901
DB00834,DB01115
DB00755,DB01954
DB00331,DB01370
DB00171,DB00255
DB00328,DB00570
DB00158,DB00325
DB00252,DB00675
DB00328,DB01093
DB00305,DB01064
DB00834,DB01017
DB00206,DB00412
DB01370,DB04827
DB00328,DB00394
DB00091,DB00290
DB00564,DB00898
DB00966,DB01169
DB00388,DB00959
DB01064,DB03467
DB00512,DB01169
DB01064,DB02901
DB00515,DB01373
DB00184,DB00871
DB00788,DB04216
DB00091,DB01169
DB00396,DB00695
DB01345,DB03843
DB00594,DB01234
DB00175,DB01039
DB00744,DB04216
DB00428,DB01345
DB01645,DB03843
DB00122,DB00997
DB00166,DB04827
DB00741,DB01254
DB00458,DB00977
DB01076,DB04827
DB00636,DB00755
DB00091,DB01166
DB00435,DB01026
DB00482,DB00741
DB02701,DB04216
DB00898,DB04827
DB00571,DB03128
DB00482,DB00966
DB00864,DB00988
DB00580,DB03843
DB00636,DB03796
DB00641,DB00822
DB00170,DB01645
DB00158,DB01373
DB00588,DB00977
DB00328,DB00331
DB00279,DB02379
DB00290,DB01645
DB00126,DB00307
DB00712,DB02379
DB00435,DB02527
DB00437,DB00898
DB00175,DB00636
DB00206,DB04216
DB00566,DB02527
DB00523,DB00763
DB00864,DB00987
DB00515,DB00685
DB00091,DB00281
DB00661,DB00947
DB00316,DB00321
DB00987,DB02709
DB02527,DB02533
DB00624,DB00649
DB01229,DB03128
DB03568,DB04557
DB00635,DB01593
DB00966,DB01064
DB00763,DB01221
DB00860,DB01064
DB00412,DB01880
DB01041,DB01296
DB00091,DB00316
DB00295,DB00988
DB00184,DB00624
DB00184,DB04827
DB00431,DB04743
DB00091,DB01064
DB00970,DB01149
DB00495,DB04173
DB00279,DB00499
DB00864,DB01393
DB02656,DB04348
DB00515,DB01700
DB00755,DB01045
DB00295,DB00987
DB01234,DB01370
DB00503,DB00822
DB00947,DB03193
DB00544,DB00818
DB00917,DB02656
DB00136,DB01454
DB00338,DB01262
DB00188,DB00675
DB00675,DB00853
DB01041,DB04557
DB00570,DB00641
DB00277,DB02709
DB00636,DB01115
DB00338,DB00763
DB00158,DB01700
DB01064,DB03619
DB00305,DB00328
DB00550,DB01183
DB00635,DB01234
DB00170,DB00317
DB01085,DB01393
DB00605,DB00755
DB00523,DB00564
DB00636,DB01017
DB00122,DB00877
DB00316,DB04539
DB00412,DB00421
DB00316,DB00783
DB00451,DB01229
DB00255,DB04557
DB00305,DB01118
DB00471,DB00977
DB00122,DB00136
DB01356,DB04115
DB00987,DB01356
DB00412,DB01094
DB00515,DB01039
DB00122,DB00531
DB00533,DB00898
DB01115,DB04557
DB00179,DB01229
DB00134,DB01093
DB00495,DB00762
DB00171,DB00313
DB00550,DB00753
DB01132,DB01593
DB00783,DB00822
DB00917,DB01076
DB01118,DB01956
DB00822,DB04224
DB00945,DB01174
DB01645,DB02365
DB00368,DB02709
DB01169,DB03619
DB01118,DB01852
DB00388,DB01026
DB00624,DB01104
DB00758,DB03843
DB00328,DB00695
DB00435,DB02379
DB00566,DB02379
DB00685,DB00977
DB00531,DB00864
DB00412,DB04513
DB00523,DB00541
DB00470,DB01296
DB00515,DB00636
DB00158,DB01039
DB00898,DB03255
DB00636,DB00945
DB00428,DB04540
DB00641,DB01221
DB00262,DB00624
DB00169,DB00396
DB00338,DB00564
DB00928,DB01454
DB00987,DB01394
DB00277,DB01356
DB00252,DB01050
DB00313,DB00675
DB00531,DB02546
DB00126,DB00594
DB00499,DB00982
DB00264,DB00997
DB00435,DB00499
DB00605,DB01115
DB00252,DB01577
DB00470,DB04557
DB00641,DB00958
DB00091,DB00328
DB00381,DB04216
DB00762,DB00970
DB00331,DB00482
DB00428,DB00566
DB00431,DB01919
DB00947,DB00982
DB00158,DB00636
DB01132,DB01234
DB00331,DB00795
DB00134,DB00331
DB00860,DB01118
DB00970,DB00982
DB00502,DB04216
DB00584,DB04216
DB01042,DB01174
DB00544,DB00594
DB01221,DB04115
DB00184,DB03255
DB00399,DB01076
DB00136,DB00544
DB00338,DB00541
DB00396,DB00834
DB00313,DB00853
DB00179,DB01262
DB00368,DB01356
DB00564,DB00675
DB00798,DB01229
DB01229,DB04173
DB00563,DB00584
DB00563,DB04224
DB00162,DB01254
DB00678,DB01030
DB00641,DB04573
DB00531,DB00694
DB01593,DB04224
DB00550,DB04743
DB00834,DB01026
DB00741,DB00928
DB00316,DB02656
DB00675,DB01050
DB00184,DB00523
DB00822,DB03843
DB00368,DB00550
DB00162,DB00554
DB00877,DB01254
DB01956,DB02709
DB00544,DB00907
DB00627,DB04827
DB00695,DB01030
DB00136,DB00481
DB00313,DB01024
DB00143,DB00798
DB01234,DB01577
DB00542,DB00977
DB00834,DB02527
DB00313,DB00502
DB00201,DB00482
DB00550,DB03166
DB00864,DB00993
DB00255,DB00917
DB00541,DB00624
DB00279,DB01370
DB00526,DB01174
DB00541,DB04827
DB00368,DB01394
DB00564,DB00853
DB00437,DB00675
DB01262,DB01296
DB00783,DB01221
DB00571,DB01085
DB00264,DB00877
DB00126,DB00649
DB01234,DB03193
DB00594,DB00997
DB00184,DB00542
DB00566,DB01045
DB03843,DB04216
DB00675,DB00859
DB00143,DB00641
DB00550,DB00910
DB00331,DB00982
DB00773,DB01030
DB00188,DB01577
DB00162,DB00435
DB00675,DB02169
DB00481,DB04827
DB00166,DB00252
DB01033,DB02709
DB01345,DB01593
DB00907,DB02424
DB00822,DB03518
DB00675,DB00759
DB00295,DB00993
DB00428,DB00988
DB00441,DB00970
DB00264,DB00531
DB00316,DB01076
DB00977,DB04224
DB00399,DB00741
DB01919,DB04557
DB00313,DB02145
DB00678,DB01118
DB00428,DB00987
DB00550,DB01136
DB01064,DB01221
DB00580,DB01593
DB00252,DB01373
DB00252,DB00368
DB00407,DB00477
DB00136,DB00143
DB00763,DB00783
DB00091,DB00669
DB00255,DB00898
DB00421,DB01076
DB00470,DB00917
DB00746,DB03843
DB00907,DB01345
DB00563,DB03843
DB00266,DB01645
DB00363,DB00755
DB00325,DB00407
DB00290,DB00798
DB00170,DB00798
DB01593,DB03843
DB00448,DB00898
DB00396,DB00863
DB00162,DB00864
DB00993,DB01030
DB00788,DB01064
DB00122,DB00184
DB00795,DB01076
DB00661,DB01645
DB00495,DB01229
DB02709,DB03796
DB00201,DB00982
DB00396,DB03128
DB00495,DB03467
DB00550,DB01919
DB00290,DB00641
DB00170,DB00641
DB00773,DB01118
DB00501,DB01169
DB00649,DB00755
DB00533,DB00675
DB00580,DB01234
DB00675,DB00796
DB00834,DB02379
DB00170,DB00668
DB00755,DB03193
DB00295,DB00624
DB00091,DB01232
DB00126,DB01104
DB00477,DB01370
DB01592,DB04216
DB00746,DB03518
DB00169,DB00526
DB00675,DB01373
DB00175,DB00435
DB00313,DB01577
DB00566,DB01370
DB00636,DB02527
DB00255,DB01454
DB00313,DB01149
DB00550,DB02424
DB00206,DB01064
DB02010,DB02709
DB01174,DB01181
DB00482,DB04557
DB00470,DB00898
DB00197,DB04224
DB00143,DB00451
DB01115,DB01454
DB01296,DB04224
DB00977,DB03843
DB00184,DB01041
DB00624,DB00755
DB00328,DB00959
DB00997,DB01576
DB00798,DB00822
DB00624,DB03796
DB00171,DB00262
DB01370,DB01698
DB01169,DB04573
DB00860,DB02709
DB00966,DB02709
DB00501,DB01064
DB00184,DB00763
DB00126,DB00448
DB00162,DB00694
DB00993,DB01118
DB00313,DB02169
DB00390,DB00783
DB00122,DB01345
DB00624,DB02315
DB00481,DB03255
DB00091,DB02709
DB00641,DB04539
DB00091,DB04703
DB00499,DB00860
DB00758,DB01593
DB00564,DB01577
DB00641,DB00783
DB00564,DB01149
DB00945,DB02533
DB00515,DB01254
DB00331,DB00636
DB00503,DB00586
DB00431,DB02546
DB00252,DB01039
DB00162,DB00399
DB00668,DB01577
DB00763,DB02656
DB00407,DB04216
DB00136,DB01050
DB00987,DB00997
DB01234,DB01700
DB00515,DB00554
DB00563,DB02365
DB01593,DB02365
DB00753,DB03843
DB00481,DB00841
DB00158,DB01254
DB00481,DB00523
DB00605,DB02527
DB01169,DB01592
DB00877,DB00928
DB00564,DB02169
DB00503,DB00783
DB00907,DB04115
DB00907,DB04540
DB00586,DB00959
DB00958,DB03843
DB00758,DB01234
DB00788,DB01118
DB00412,DB00970
DB00755,DB00982
DB00796,DB00907
DB00982,DB01254
DB00694,DB01174
DB00158,DB00554
DB00184,DB00564
DB01118,DB02587
DB00636,DB02379
DB00182,DB01174
DB00197,DB03843
DB00136,DB00859
DB00834,DB01045
DB04216,DB04743
DB00313,DB00796
DB00537,DB00977
DB00966,DB01356
DB00571,DB02901
DB00763,DB01076
DB00526,DB00608
DB00675,DB01039
DB00481,DB00542
DB00136,DB00759
DB00252,DB04743
DB00512,DB01593
DB00126,DB00197
DB00091,DB01356
DB00262,DB01262
DB00313,DB01373
DB00313,DB00368
DB00197,DB00428
DB00863,DB00945
DB00544,DB03568
DB00523,DB00907
DB01586,DB03843
DB01118,DB01586
DB01229,DB03467
DB00143,DB01093
DB00512,DB00550
DB00822,DB01593
DB00977,DB01454
DB01229,DB02901
DB00262,DB00763
DB00482,DB00917
DB00428,DB00993
DB00977,DB02365
DB00158,DB00435
DB00312,DB00783
DB00544,DB00966
DB00997,DB01093
DB00091,DB00619
DB00783,DB04539
DB00143,DB00394
DB00495,DB00822
DB00928,DB01050
DB00197,DB03518
DB00966,DB01394
DB00798,DB01221
DB00624,DB00945
DB00715,DB01262
DB00188,DB01039
DB01296,DB03518
DB00928,DB01577
DB00564,DB00796
DB00313,DB00685
DB00515,DB00864
DB00477,DB01577
DB00898,DB02701
DB00255,DB00675
DB00641,DB02656
DB02379,DB04743
DB00526,DB02533
DB00134,DB00959
DB00564,DB01373
DB00566,DB01149
DB00747,DB00898
DB00533,DB01577
DB00448,DB00675
DB00675,DB04743
DB00695,DB02587
DB00254,DB00783
DB00741,DB01030
DB00338,DB00907
DB01064,DB04539
DB01356,DB04827
DB00188,DB00636
DB00472,DB00741
DB00122,DB04540
DB00783,DB01128
DB00481,DB00572
DB00822,DB01234
DB01093,DB02656
DB00313,DB01700
DB00394,DB00624
DB00171,DB01262
DB00988,DB01174
DB01118,DB01645
DB00605,DB02379
DB00158,DB00864
DB00091,DB01599
DB00482,DB00898
DB02533,DB04216
DB00477,DB00482
DB00675,DB03166
DB00184,DB02701
DB00411,DB00783
DB00435,DB00482
DB00262,DB00564
DB00503,DB02656
DB00762,DB00773
DB00584,DB01030
DB00171,DB00763
DB00122,DB00566
DB00290,DB01093
DB00170,DB01093
DB00126,DB00279
DB00564,DB00685
DB00396,DB01085
DB00502,DB01030
DB00428,DB00624
DB00566,DB00795
DB00541,DB01041
DB00746,DB01593
DB00201,DB00860
DB00907,DB00988
DB00563,DB01593
DB00563,DB00806
DB00550,DB02546
DB01200,DB02709
DB00170,DB00394
DB00290,DB00394
DB00277,DB00531
DB00470,DB00675
DB00624,DB01296
DB00675,DB00910
DB00636,DB01045
DB00907,DB00987
DB00136,DB00169
DB00583,DB00755
DB00541,DB00763
DB00790,DB01262
DB00586,DB01026
DB00970,DB01254
DB00773,DB01586
DB00564,DB01700
DB00515,DB00694
DB00162,DB00396
DB00580,DB00997
DB00910,DB01065
DB00313,DB01039
DB00262,DB00541
DB00482,DB01454
DB00675,DB01136
DB01221,DB04827
DB00619,DB01645
DB00396,DB00575
DB00126,DB02315
DB00262,DB00746
DB00503,DB01076
DB00136,DB01183
DB00945,DB03796
DB00396,DB00563
DB00170,DB00331
DB00290,DB00331
DB00126,DB00441
DB00746,DB01234
DB00563,DB01234
DB00158,DB00694
DB00368,DB00531
DB00313,DB00636
DB00495,DB01221
DB00959,DB01076
DB00502,DB01118
DB00584,DB01118
DB00571,DB00822
DB00864,DB01262
DB00928,DB01373
DB00158,DB00399
DB00136,DB00753
DB00477,DB00982
DB00564,DB01039
DB00396,DB00790
DB00363,DB02527
DB00541,DB00564
DB00624,DB01095
DB00435,DB00982
DB00566,DB00982
DB00143,DB00695
DB00197,DB02375
DB00399,DB00584
DB00531,DB00947
DB01064,DB02656
DB00184,DB00307
DB01017,DB04216
DB00415,DB00563
DB00091,DB01880
DB00122,DB00988
DB00162,DB00470
DB00134,DB01026
DB00295,DB01041
DB00441,DB00773
DB02656,DB04557
DB00396,DB00848
DB00328,DB00512
DB00720,DB00783
DB01394,DB02533
DB00171,DB00541
DB00945,DB01115
DB00564,DB00636
DB00122,DB00987
DB00783,DB01076
DB00636,DB01370
DB01085,DB01262
DB01041,DB01577
DB00175,DB00396
DB00201,DB00277
DB00910,DB04216
DB00171,DB00746
DB01050,DB02587
DB00917,DB03843
DB00169,DB01645
DB00295,DB00763
DB02701,DB02709
DB00608,DB00945
DB00338,DB00515
DB00624,DB00635
DB00279,DB00636
DB00331,DB00477
DB00331,DB00554
DB00166,DB01174
DB01174,DB01956
DB01076,DB01174
DB01169,DB02656
DB00412,DB00627
DB00898,DB01174
DB00753,DB01593
DB00328,DB01085
DB00122,DB01393
DB00197,DB00544
DB00307,DB00412
DB00758,DB00997
DB00122,DB00255
DB00255,DB01050
DB01262,DB01370
DB00531,DB00841
DB00162,DB01852
DB01064,DB01076
DB00412,DB00977
DB00499,DB04216
DB00958,DB01593
DB00091,DB00421
DB00864,DB01698
DB01005,DB02709
DB00126,DB00945
DB00526,DB00755
DB00877,DB01956
DB00917,DB03518
DB00290,DB00695
DB00170,DB00695
DB00947,DB04216
DB00197,DB01593
DB01393,DB03843
DB00197,DB00806
DB00091,DB01094
DB00694,DB02533
DB00526,DB03796
DB00388,DB00605
DB00501,DB02709
DB01296,DB01593
DB00316,DB04224
DB00136,DB04743
DB00458,DB01262
DB00227,DB00834
DB00252,DB00295
DB00197,DB00550
DB00947,DB01181
DB00277,DB00970
DB01586,DB01593
DB00295,DB01698
DB00399,DB03843
DB00295,DB00564
DB00753,DB01234
DB00126,DB00712
DB00328,DB00563
DB01039,DB01093
DB00307,DB04216
DB00091,DB04513
DB00255,DB02169
DB00877,DB01030
DB00437,DB04743
DB00363,DB02379
DB00175,DB00470
DB00928,DB01039
DB00641,DB00788
DB00571,DB01221
DB00252,DB00435
DB00727,DB00763
DB00197,DB01394
DB00958,DB01234
DB01050,DB01645
DB01296,DB01394
DB00481,DB02701
DB00482,DB00675
DB00470,DB01577
DB01393,DB03518
DB01234,DB01254
DB00544,DB00712
DB00470,DB01149
DB00495,DB00727
DB00563,DB01050
DB00197,DB01234
DB00512,DB00997
DB00396,DB03467
DB00363,DB00499
DB00396,DB02901
DB00136,DB00910
DB00495,DB01132
DB00649,DB02379
DB00162,DB00526
DB00184,DB00594
DB00431,DB04827
DB00477,DB00636
DB00126,DB01296
DB00907,DB00993
DB00526,DB01115
DB00295,DB00541
DB00863,DB02379
DB00566,DB00636
DB00407,DB01030
DB00759,DB00907
DB01041,DB01373
DB00295,DB00746
DB00136,DB01136
DB00526,DB01017
DB00252,DB00864
DB00470,DB02169
DB01183,DB04743
DB01645,DB03166
DB00544,DB01296
DB01039,DB02010
DB00188,DB00554
DB00928,DB04743
DB00175,DB01030
DB00158,DB00396
DB00572,DB00977
DB00255,DB00796
DB00563,DB00759
DB00501,DB00550
DB00331,DB01181
DB00252,DB02546
DB00316,DB03843
DB00162,DB00947
DB00741,DB02587
DB00381,DB02709
DB00544,DB04557
DB00255,DB00368
DB00977,DB01050
DB00412,DB00773
DB00143,DB00834
DB00669,DB00977
DB00316,DB00428
DB02546,DB03568
DB00834,DB00982
DB00531,DB02587
DB00136,DB01919
DB00421,DB03843
DB00188,DB00435
DB00122,DB00313
DB00636,DB03193
DB00412,DB01393
DB00685,DB01262
DB02052,DB04216
DB00675,DB00864
DB00407,DB01118
DB00175,DB00526
DB00331,DB00399
DB00136,DB02424
DB00421,DB00428
DB00316,DB03518
DB00396,DB03619
DB01262,DB01577
DB00755,DB01097
DB02379,DB02546
DB00331,DB00928
DB00795,DB03843
DB00184,DB00649
DB00394,DB00763
DB00201,DB04216
DB00122,DB00993
DB00470,DB00796
DB00091,DB00136
DB00636,DB00795
DB00252,DB00694
DB00435,DB00860
DB00313,DB01254
DB00428,DB01262
DB00428,DB01041
DB00126,DB00158
DB00143,DB00959
DB00675,DB02546
DB00822,DB01183
DB00091,DB00531
DB00158,DB00470
DB00550,DB00871
DB00470,DB01373
DB00177,DB00834
DB00126,DB00635
DB00441,DB04173
DB00515,DB01852
DB00428,DB00763
DB00695,DB00798
DB00188,DB00864
DB01645,DB01919
DB00451,DB00741
DB00472,DB00584
DB00627,DB01174
DB00641,DB01169
DB01262,DB02169
DB00290,DB00834
DB00544,DB00635
DB04173,DB04743
DB00741,DB01645
DB00091,DB00815
DB00795,DB03518
DB03843,DB04703
DB00763,DB04224
DB00798,DB01076
DB01645,DB02424
DB00694,DB00755
DB00388,DB01592
DB00158,DB01852
DB00564,DB01254
DB00182,DB00755
DB00898,DB01104
DB00262,DB00907
DB00624,DB01045
DB00747,DB01577
DB00531,DB01645
DB00201,DB00472
DB00675,DB00694
DB00162,DB01042
DB00313,DB00435
DB00412,DB01236
DB00394,DB00564
DB00396,DB00822
DB00910,DB01169
DB00184,DB00381
DB00481,DB01174
DB00295,DB00307
DB00126,DB00431
DB00550,DB04827
DB00316,DB02365
DB03568,DB04743
DB00482,DB01050
DB00177,DB00773
DB00290,DB00959
DB00170,DB00959
DB00563,DB01183
DB00542,DB01262
DB01577,DB02533
DB00428,DB01698
DB00544,DB00917
DB00428,DB00564
DB00441,DB00762
DB00636,DB00982
DB00772,DB01234
DB00184,DB01104
DB00126,DB00170
DB01076,DB02533
DB00898,DB02533
DB00982,DB01030
DB00571,DB00586
DB00143,DB03128
DB00917,DB01394
DB00188,DB00694
DB01045,DB04557
DB00515,DB00526
DB01700,DB03843
DB00188,DB01373
DB00394,DB00541
DB00169,DB00641
DB00997,DB03128
DB00399,DB00544
DB00412,DB00936
DB01393,DB01593
DB00162,DB00503
DB00277,DB00627
DB00917,DB01234
DB00563,DB00753
DB00313,DB00864
DB00448,DB00636
DB00624,DB01164
DB00694,DB01115
DB00184,DB02232
DB01262,DB01373
DB00412,DB00661
DB00910,DB01064
DB00753,DB00997
DB00136,DB00295
DB00755,DB04216
DB00277,DB00977
DB00188,DB00399
DB00388,DB00860
DB00171,DB00907
DB00472,DB03843
DB00264,DB00313
DB00571,DB00783
DB00428,DB00541
DB00399,DB01593
DB00158,DB00526
DB00470,DB01039
DB00563,DB00678
DB00958,DB00997
DB00515,DB01200
DB00255,DB04743
DB00184,DB00448
DB00755,DB01181
DB00316,DB02375
DB00428,DB00746
DB00763,DB03843
DB00605,DB01373
DB00544,DB00898
DB00197,DB00997
DB00515,DB00947
DB00162,DB00227
DB00162,DB02587
DB00399,DB00481
DB01115,DB04743
DB00796,DB01296
DB00624,DB01370
DB00977,DB01183
DB00554,DB00605
DB01017,DB01030
DB00368,DB00627
DB00526,DB01026
DB00564,DB00864
DB01174,DB01586
DB00254,DB01169
DB00136,DB04115
DB01275,DB03843
DB00945,DB02379
DB00495,DB01076
DB00877,DB02587
DB01026,DB01229
DB00368,DB00977
DB00860,DB00970
DB00796,DB04557
DB00605,DB00982
DB00566,DB01254
DB00158,DB00947
DB00523,DB01296
DB00526,DB02527
DB00499,DB01956
DB00091,DB00970
DB00399,DB01234
DB00255,DB00910
DB01262,DB01700
DB00368,DB00566
DB00682,DB03843
DB00763,DB03518
DB00477,DB00554
DB00755,DB00928
DB00313,DB00694
DB00396,DB01221
DB00316,DB00544
DB00307,DB01064
DB00947,DB01956
DB00877,DB01586
DB00550,DB03255
DB00396,DB00761
DB00412,DB04173
DB00515,DB00841
DB00523,DB04557
DB00252,DB00396
DB00396,DB00958
DB00262,DB00515
DB00255,DB01136
DB01065,DB01592
DB00313,DB00399
DB00224,DB00396
DB00136,DB02546
DB00988,DB01115
DB00396,DB04690
DB00316,DB01593
DB00316,DB00806
DB00091,DB00184
DB00254,DB00316
DB00864,DB00907
DB00421,DB00544
DB00184,DB00197
DB01042,DB02379
DB01645,DB04115
DB00947,DB01030
DB00563,DB03166
DB00970,DB01030
DB01017,DB01118
DB00316,DB00550
DB01593,DB03166
DB00338,DB01296
DB00328,DB00605
DB00853,DB01174
DB00175,DB02587
DB00122,DB00262
DB00162,DB01645
DB00564,DB00694
DB00197,DB00877
DB00421,DB01593
DB00822,DB01919
DB00472,DB01454
DB00571,DB02656
DB00295,DB00907
DB00316,DB01394
DB00783,DB04224
DB00396,DB04573
DB00563,DB00910
DB00255,DB01919
DB00515,DB01042
DB00795,DB01593
DB00316,DB01234
DB00822,DB02424
DB00412,DB00762
DB01115,DB01919
DB00328,DB00388
DB01093,DB03843
DB00126,DB01045
DB01229,DB02656
DB00977,DB04743
DB00746,DB01136
DB00277,DB01393
DB00563,DB01136
DB00171,DB00515
DB00227,DB00563
DB00678,DB00970
DB00331,DB01956
DB00499,DB01118
DB00166,DB00755
DB01183,DB02546
DB00368,DB00988
DB00331,DB01852
DB00503,DB03843
DB02709,DB03193
DB01064,DB04224
DB00526,DB02379
DB00197,DB00678
DB00945,DB01045
DB00421,DB01234
DB00481,DB00608
DB00158,DB01042
DB00641,DB03518
DB00316,DB00367
DB00928,DB02546
DB00977,DB03166
DB01577,DB03796
DB00947,DB01118
DB00368,DB00987
DB00571,DB01076
DB00188,DB00396
DB00907,DB01041
DB00959,DB03843
DB00898,DB03796
DB01232,DB04216
DB00586,DB00605
DB00162,DB00317
DB01919,DB04743
DB00307,DB00328
DB00184,DB00279
DB00331,DB01030
DB00795,DB01234
DB00435,DB04216
DB00898,DB02315
DB00783,DB01029
DB00746,DB01919
DB00727,DB00907
DB00741,DB00798
DB00624,DB01577
DB00563,DB01919
DB00594,DB00624
DB00624,DB01149
DB00307,DB01118
DB00126,DB01164
DB01394,DB02527
DB00175,DB01645
DB00368,DB01393
DB00143,DB01085
DB01593,DB01919
DB00641,DB00669
DB02533,DB02709
DB00435,DB01181
DB00325,DB01174
DB00399,DB01050
DB00313,DB01241
DB00997,DB01085
DB00312,DB03843
DB00624,DB03193
DB00550,DB00572
DB00328,DB00958
DB00977,DB01136
DB00481,DB02533
DB00563,DB02424
DB01045,DB01454
DB00313,DB00333
DB00515,DB02587
DB00755,DB04819
DB00783,DB03843
DB01593,DB02424
DB00166,DB01115
DB00388,DB01065
DB00184,DB02315
DB00396,DB00495
DB00997,DB01016
DB01076,DB01115
DB00554,DB01592
DB00136,DB00407
DB01039,DB03128
DB00898,DB01115
DB00624,DB00795
DB00762,DB00822
DB00126,DB01370
DB00544,DB00675
DB00796,DB00898
DB00917,DB00997
DB00184,DB00441
DB00773,DB02010
DB00531,DB00641
DB00472,DB00544
DB00171,DB03568
DB00188,DB00470
DB00170,DB00512
DB00158,DB00227
DB00158,DB02587
DB00435,DB00472
DB00898,DB01017
DB00126,DB00853
DB00134,DB00605
DB00143,DB00563
DB00201,DB01030
DB00363,DB00982
DB01064,DB03843
DB00945,DB01370
DB00331,DB01118
DB00907,DB01698
DB01234,DB01956
DB00328,DB04573
DB00482,DB04743
DB01234,DB01852
DB00313,DB00396
DB00388,DB00412
DB00169,DB00331
DB00694,DB02527
DB00171,DB00966
DB00977,DB01919
DB00783,DB03518
DB00523,DB00898
DB00982,DB02587
DB00122,DB01262
DB00295,DB00515
DB03843,DB04513
DB00544,DB00853
DB00255,DB00295
DB00170,DB01085
DB00290,DB01085
DB00763,DB01593
DB00396,DB00586
DB00472,DB00481
DB00977,DB02424
DB00091,DB00338
DB00166,DB00945
DB00126,DB00502
DB01050,DB01093
DB00470,DB01254
DB00091,DB00627
DB00898,DB00945
DB01064,DB03518
DB00755,DB02052
DB00554,DB00860
DB00966,DB00977
DB01275,DB01593
DB00177,DB00563
DB01394,DB02379
DB00277,DB00313
DB00515,DB01645
DB00328,DB01592
DB00388,DB04216
DB00396,DB04539
DB00201,DB00328
DB00822,DB04115
DB00641,DB02375
DB00091,DB00977
DB00396,DB00783
DB00252,DB00947
DB00975,DB02656
DB00763,DB01394
DB00394,DB00907
DB00338,DB00898
DB00136,DB00428
DB00788,DB00970
DB00624,DB00982
DB00640,DB02709
DB00682,DB01593
DB00201,DB01118
DB00290,DB00563
DB00170,DB00563
DB00763,DB01234
DB00313,DB00470
DB00864,DB03568
DB00910,DB02709
DB00184,DB00945
DB00158,DB01645
DB00428,DB00907
DB00783,DB02365
DB00441,DB00822
DB00755,DB01956
DB00255,DB00864
DB00412,DB01229
DB00122,DB01698
DB00988,DB02527
DB00864,DB00966
DB00624,DB00685
DB00762,DB01221
DB00328,DB00495
DB01880,DB03843
DB00255,DB02546
DB00295,DB03568
DB00694,DB02379
DB00188,DB00526
DB00184,DB00712
DB00388,DB00472
DB00608,DB01577
DB00305,DB00773
DB00682,DB01234
DB00197,DB02424
DB00675,DB00947
DB00182,DB02379
DB00755,DB01030
DB01378,DB04216
DB00482,DB01919
DB01064,DB02365
DB00586,DB01592
DB01115,DB02546
DB00368,DB00993
DB00328,DB00860
DB00641,DB01356
DB00627,DB00755
DB00624,DB01700
DB00295,DB00966
DB00641,DB01593
DB00316,DB00997
DB00746,DB04115
DB00563,DB04115
DB00122,DB00541
DB00162,DB00798
DB00515,DB00682
DB00834,DB04216
DB00134,DB00166
DB01593,DB04115
DB00970,DB02587
DB00122,DB00746
DB00136,DB00871
DB00470,DB00864
DB00197,DB01345
DB00158,DB00317
DB01093,DB01593
DB00126,DB01577
DB00307,DB02709
DB00126,DB01149
DB00184,DB01296
DB00834,DB01181
DB00783,DB02375
DB01296,DB01345
DB00188,DB00947
DB00910,DB01356
DB00481,DB00755
DB00421,DB00997
DB00328,DB00586
DB00966,DB00988
DB00162,DB00641
DB00143,DB02901
DB00388,DB00788
DB00264,DB01262
DB00947,DB01586
DB00641,DB01394
DB00515,DB01159
DB00158,DB00682
DB00503,DB01593
DB00695,DB00947
DB00481,DB03796
DB00162,DB00668
DB00675,DB00841
DB01169,DB01232
DB00997,DB02901
DB00544,DB01577
DB00945,DB01149
DB00396,DB02656
DB00544,DB01149
DB00503,DB00550
DB00959,DB01593
DB00550,DB02701
DB00898,DB01095
DB00435,DB00580
DB00331,DB00503
DB00126,DB00795
DB00741,DB01093
DB00755,DB01118
DB01064,DB02375
DB00328,DB00783
DB00627,DB01115
DB00586,DB00860
DB00399,DB00678
DB00313,DB00526
DB00134,DB01592
DB00988,DB02379
DB01093,DB01234
DB00428,DB01248
DB00977,DB04115
DB00966,DB01393
DB01030,DB01592
DB00136,DB04827
DB00431,DB01174
DB02587,DB04348
DB00834,DB00928
DB01222,DB02379
DB00279,DB01030
DB00712,DB01030
DB00091,DB01393
DB01065,DB04216
DB00441,DB01221
DB00331,DB00363
DB00624,DB00636
DB01039,DB01085
DB00472,DB01050
DB00091,DB00255
DB00394,DB00515
DB00544,DB02169
DB00407,DB00571
DB00503,DB01234
DB00798,DB03843
DB00126,DB00325
